"responseid","use_whorsrch","use_whorsrch_oth","whosupprt_stud","whosupprt_res","whosupprt_indus","whosupprt_oth","whosupprt_othresp","supprt_teachdmp","supprt_teachsklls","supprt_finddta","supprt_curate","supprt_findlit","supprt_oth","supprt_othresp","need_open","need_obs","need_exp","need_sim","need_deriv","need_oth","need_othresp","use_nwstdy","use_calb","use_bnchmrk","use_vrfctn","use_inpt","use_idea","use_tch","use_nwprj","use_nwmth","use_trnds","use_cmprsn","use_smvs","use_intgrtn","use_oth","use_othresp","source_multrepos","source_discrepos","source_gov","source_netwk","source_lit","source_coderep","source_srcheng","source_profassc","source_datsrcheng","source_commrc","source_open","strategy_goal","strategy_serend","strategy_cit","strategy_extrct","strategy_oth","strategy_othresp","succs_srcheng","find_actonln","find_serendsrch","find_serendpas","find_share","find_netwk","find_creatr","find_collab","find_conf","find_list","accss_netwk","accss_creatr","accss_collab","accss_conf","accss_list","eval_netwk","eval_creatr","eval_collab","eval_conf","eval_list","na_netwk","na_creatr","na_collab","na_conf","na_list","findaccseval_oth","find_litdat","find_litdatopen","eval_infmeth","eval_infprov","eval_infrepcreatr","eval_infrelcreatr","eval_infrepsource","eval_infmeta","eval_infsize","eval_inffrmt","eval_inflic","eval_infcovg","eval_infpurps","eval_infaccs","eval_inftopic","eval_infopen","eval_spprtd","eval_spprtdopen","eval_stratart","eval_stratdoc","eval_stratcreatr","eval_stratnetwk","eval_strateda","eval_stratopen","eval_trstuse","eval_trstsource","eval_trstrepcreatr","eval_trstmeth","eval_trsterr","eval_trstaccs","eval_trstrelcrtr","eval_trstopen","eval_qualerr","eval_qualeda","eval_qualsize","eval_qualcomplt","eval_qualsource","eval_qualresltn","eval_qualrepcreatr","eval_qualprep","eval_qualcnsistnt","eval_qualopen","disc_agricul","disc_artshuman","disc_astronom","disc_biochem","disc_biological","disc_busin","disc_chemeng","disc_chem","disc_compsci","disc_decisionsci","disc_dentist","disc_earthplanet","disc_econ","disc_energy","disc_engtech","disc_environ","disc_healthprof","disc_immun","disc_matlsci","disc_math","disc_med","disc_multi","disc_neuro","disc_nurs","disc_pharma","disc_physics","disc_psych","disc_socsci","disc_vet","disc_infosci","disc_other","disc_othresp","dem_role","dem_exprnce","dem_country","dem_org","dem_orgoth","dem_sharself","dem_shargrp","dem_shardisc","dem_sharorg","dem_reuseself","dem_reusegrp","dem_reusedisc","dem_reuseorg"
3951,"To support others"," ","Students","Researchers","0","0"," ","0","Teach people to discover and evaluate data","I find data for people","Help people to curate their data","I find literature for people","0"," ","I primarily work with spatial data (GIS files (shapefiles, layers, geodatabases, raster data), remote sensing images, LiDAR data, etc.).  I also work with census data, both recent and historic.","Observational or empirical","0","0","0","0"," ","Basis for new study","0","0","0","0","0","Teaching","0","0","0","0","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","Occasionally","Occasionally","Often","Occasionally","Never","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally"," ","Not asked","Not asked","Not asked","Not asked","Not asked"," ","Sometimes successful, sometimes not","Occasionally","Occasionally","Occasionally","Never","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","0","0","Disciplinary mailing list or forum","Conversations with personal networks","0","0","0","Disciplinary mailing list or forum","0","0","New collaborations with data creators","0","0"," ","Yes","For academic literature I search subject specific or broader indexing/abstracting databases.  For data, I start by asking myself ""who would collect that?"" If a government agency, I start with their website or something like data.gov. I'll also look for subject specific research data repositories and ask fellow librarians who have subject expertise in that area.","Extremely important","Important","Less important","Less important","Somewhat important","Extremely important","Important","Important","Important","Extremely important","Somewhat important","Extremely important","Extremely important","Intent of the researcher comes into consideration.  An example would be a Landscape architect student looking for topographic/elevation data.  If the data is for a class project that is a concept that won't be built, a certain level of inaccuracy, uncertainty of origin, etc. can be tolerated. If the information is for a study that is to be published in a research journal or a project actually proposed to be built, etc. one needs to be more particular about your data.","Don't know"," ","Less important","Extremely important","Somewhat important","Somewhat important","Less important"," ","Somewhat important","Somewhat important","Somewhat important","Extremely important","Important","Important","Not important"," ","Important","Not important","Not important","Important","Somewhat important","Important","Somewhat important","Less important","Important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","Environmental Sciences","0","0","0","0","0","Multidisciplinary","0","0","0","0","0","Social Science",0,"0","0"," ","Support","6-15","USA","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Don't know/ Not applicable"
3691,"For both my own research and to support others"," ","Students","Researchers","0","0"," ","Teach people about data management planning","0","0","Help people to curate their data","0","0"," ","Any, my role is to advise and support the creation of RDM plans and I advise on the need to source existing data.","0","0","0","0","Other","All of the above, and more","Basis for new study","Calibrate instruments or models","Benchmarking","Verify own data","Model, algorithm or system inputs","Generate new ideas","Teaching","Prepare for new project or proposal","Experiment with new methods or techniques","Identify trends or make predictions","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","Other","I don't know whyt they want it but it is a policy here that existing data is sought at the start of a project","Often","Often","Often","Never","Occasionally","Occasionally","Often","Occasionally","Often","Occasionally"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometimes successful, sometimes not","Occasionally","Occasionally","Occasionally","Occasionally","0","0","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","0","Contacting data creator","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","0","Contacting data creator","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","0","0","0","0","I am not entirely sure of all the sources and uses, but I understand from contacts that the above is so.","Yes","Data are not usually on formal databases (SCOPUS etc) which is where most lit searches begin.","Less important","Important","Important","Not important","Important","Somewhat important","Not important","Not important","Somewhat important","Important","Not important","Important","Important","I don't recommend 2ndary data.  I identify sources and strategies and then let the researcher decide.  The above answers are for me.","Don't know"," ","Somewhat important","Important","Not important","Somewhat important","Somewhat important"," ","Less important","Important","Somewhat important","Important","Important","Somewhat important","Not important"," ","Important","Important","Not important","Important","Somewhat important","Important","Less important","Somewhat important","Somewhat important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"Information Science","0"," ","Support","16-30","United Kingdom","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged"
4018,"To support others"," ","Students","Researchers","0","0"," ","Teach people about data management planning","Teach people to discover and evaluate data","I find data for people","Help people to curate their data","0","0"," "," ","Observational or empirical","0","0","0","0"," ","Basis for new study","0","0","0","0","0","Teaching","Prepare for new project or proposal","0","0","Compare multiple datasets to find patterns","0","0","0"," ","Occasionally","Often","Often","Never","Never","Occasionally","Occasionally","Occasionally","Occasionally","Never"," ","Not asked","Not asked","Not asked","Not asked","Not asked"," ","Sometimes successful, sometimes not","Often","Occasionally","Never","Occasionally","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","0","0","0","0","Contacting data creator","0","Attending conferences","0","0","0","New collaborations with data creators","0","0"," ","Sometimes","Through data archives for example","Extremely important","Important","Not important","Not important","Somewhat important","Extremely important","Less important","Somewhat important","Important","Important","Less important","Important","Important"," ","Don't know"," ","Less important","Important","Somewhat important","Somewhat important","Important"," ","Somewhat important","Important","Less important","Extremely important","Extremely important","Important","Not important"," ","Extremely important","Important","Less important","Extremely important","Less important","Extremely important","Less important","Somewhat important","Important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Social Science",0,"0","0"," ","Support","6-15","Italy","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged"
3385,"To support others"," ","0","Researchers","0","0"," ","0","0","I find data for people","Help people to curate their data","0","0"," ","This is very variable, but will include global datasets of environmental variables","Observational or empirical","Experimental","Simulation","Derived or compiled","0"," ","Basis for new study","0","Benchmarking","Verify own data","Model, algorithm or system inputs","0","0","Prepare for new project or proposal","0","Identify trends or make predictions","Compare multiple datasets to find patterns","0","Integrate with other data to create new dataset","0"," ","Occasionally","Occasionally","Never","Often","Occasionally","Never","Often","Never","Occasionally","Occasionally"," ","0","0","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Very successful","Often","Occasionally","Occasionally","Often","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","0","0","0","0","0","0"," ","Yes","There are lots of data sets that have not been published, so are harder to find than academic literature. Knowing the right people to ask is often important.","Extremely important","Important","Somewhat important","Less important","Less important","Extremely important","Not important","Important","Important","Important","Less important","Somewhat important","Somewhat important"," ","Don't know"," ","Important","Extremely important","Important","Somewhat important","Somewhat important"," ","Less important","Somewhat important","Somewhat important","Important","Important","Somewhat important","Less important"," ","Extremely important","Somewhat important","Less important","Somewhat important","Less important","Important","Less important","Somewhat important","Important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","Environmental Sciences","0","0","0","0","0","0","0","0","0","0","0","0",0,"0","0"," ","Support","16-30","United Kingdom","Research institution"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is somewhat discouraged","Data sharing is neither encouraged nor discouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged"
3879,"To support others"," ","Students","Researchers","0","Other","Other research support professionals","Teach people about data management planning","0","0","Help people to curate their data","0","0"," ","Research data, administrative/public sector data (e.g. surveys, censuses, open government data, etc).","Observational or empirical","Experimental","Simulation","Derived or compiled","Other","Audiovisual, software code","Basis for new study","0","0","Verify own data","Model, algorithm or system inputs","Generate new ideas","Teaching","Prepare for new project or proposal","Experiment with new methods or techniques","0","0","0","Integrate with other data to create new dataset","0"," ","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","This isn't something I personally do, however colleagues do.","Not asked","Not asked","Not asked","Not asked","Not asked"," ","Not asked","Never","Never","Never","Never","0","0","0","0","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","0","0","0","0","0","0","0","0","0","Attending conferences","Disciplinary mailing list or forum"," ","Yes","Searching dedicated data archives as opposed to searching the web","Important","Important","Not important","Not important","Somewhat important","Important","Not important","Less important","Extremely important","Somewhat important","Somewhat important","Somewhat important","Somewhat important"," ","Don't know"," ","Important","Important","Less important","Less important","Somewhat important"," ","Not important","Somewhat important","Not important","Important","Important","Somewhat important","Not important"," ","Important","Not important","Not important","Somewhat important","Less important","Somewhat important","Not important","Somewhat important","Less important",NA,"0","Arts and Humanities","0","0","0","0","0","0","Computer Sciences, IT","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"Information Science","0"," ","Support","6-15","United Kingdom","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged"
3808,"To support others"," ","Students","Researchers","0","0"," ","Teach people about data management planning","Teach people to discover and evaluate data","I find data for people","0","I find literature for people","0"," ","Climate data, government information related the medical topics","Observational or empirical","Experimental","Simulation","0","0"," ","Basis for new study","0","0","0","Model, algorithm or system inputs","0","0","Prepare for new project or proposal","0","0","Compare multiple datasets to find patterns","0","0","0"," ","Occasionally","Occasionally","Often","Occasionally","Often","Never","Often","Occasionally","Occasionally","Occasionally"," ","With goal of finding data","0","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometimes successful, sometimes not","Often","Occasionally","Occasionally","Never","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","0","Attending conferences","0","0","0","0","Attending conferences","0","0","0","New collaborations with data creators","0","0"," ","Yes","Often it involves contacting the organizations that created the data or contacting the researcher who created the data sets themselves.","Important","Extremely important","Important","Somewhat important","Extremely important","Important","Somewhat important","Important","Important","Extremely important","Important","Extremely important","Extremely important"," ","Don't know"," ","Important","Less important","Extremely important","Important","Somewhat important"," ","Important","Important","Important","Important","Important","Less important","Less important"," ","Extremely important","Somewhat important","Less important","Extremely important","Extremely important","Important","Important","Somewhat important","Extremely important",NA,"0","0","0","0","0","0","0","0","Computer Sciences, IT","0",0,"0","0","0","0","0","0","0","0","Mathematics","0","0","0","0","0","Phsyics","0","0",0,"0","0"," ","Support","6-15","USA","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged"
512,"To support others"," ","0","Researchers","0","0"," ","0","0","0","Help people to curate their data","0","0"," ","Data generated by population-based cohort studies (questionnaires, physical measures, bio-samples, etc.)","Observational or empirical","0","0","0","0"," ","Basis for new study","Calibrate instruments or models","0","0","0","Generate new ideas","0","Prepare for new project or proposal","0","0","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","Occasionally","Occasionally","Never","Often","Occasionally","Occasionally","Occasionally","Never","Often","Never","Maelstrom Research catalogue: www.maelstrom-research.org","0","0","Follow citations to data","0","0"," ","Not successful","Often","Occasionally","Occasionally","Occasionally","Conversations with personal networks","0","0","0","0","0","Contacting data creator","0","0","0","0","Contacting data creator","0","0","0","0","0","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum"," ","Yes","I use specialized resources; catalogue or data repository","Extremely important","Extremely important","Less important","Less important","Somewhat important","Extremely important","Important","Less important","Somewhat important","Extremely important","Important","Important","Important"," ","Yes"," ","Less important","Extremely important","Extremely important","Somewhat important","Extremely important"," ","Somewhat important","Less important","Less important","Extremely important","Extremely important","Somewhat important","Less important"," ","Important","Somewhat important","Somewhat important","Extremely important","Less important","Important","Somewhat important","Extremely important","Extremely important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","0","0","0","0","0","Medicine","Multidisciplinary","0","0","0","0","0","0",0,"Information Science","0"," ","Support","16-30","Canada","Research institution"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged"
3878,"For both my own research and to support others"," ","Students","Researchers","0","0"," ","Teach people about data management planning","0","I find data for people","Help people to curate their data","I find literature for people","0"," ","Often weather station data, boundary data, demographic data, infectious disease data, cost data, mortality data","Observational or empirical","0","Simulation","Derived or compiled","Other","Gis raster and vector format data sets for weather, climate, boundary, demographics, water features and more","Basis for new study","Calibrate instruments or models","0","Verify own data","Model, algorithm or system inputs","0","Teaching","0","0","Identify trends or make predictions","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","Occasionally","Occasionally","Often","Often","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Instrument data center websites","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometimes successful, sometimes not","Occasionally","Occasionally","Occasionally","Occasionally","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","0","0","0","0","0"," ","Sometimes","I often start at the web site of the instrument data centre, modelling group, or data aggregator (WHO, world bank, nasa, noaa, etc instead of searching PubMed or WoS like I would for papers","Somewhat important","Somewhat important","Important","Important","Somewhat important","Somewhat important","Less important","Somewhat important","Somewhat important","Extremely important","Somewhat important","Somewhat important","Somewhat important"," ","Don't know"," ","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important"," ","Somewhat important","Somewhat important","Somewhat important","Important","Somewhat important","Less important","Somewhat important"," ","Important","Somewhat important","Less important","Important","Less important","Somewhat important","Somewhat important","Somewhat important","Somewhat important",NA,"0","Arts and Humanities","0","0","Biological Sciences","0","0","0","Computer Sciences, IT","Decision Sciences",0,"Earth and Planetary Sciences","0","0","0","0","0","0","0","0","0","Multidisciplinary","0","0","0","Phsyics","0","0",0,"Information Science","0"," ","Support","16-30","USA","University or college"," ","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged"
3692,"For my own research"," ","Not asked","Not asked","Not asked","Not asked","Not asked","Not asked","Not asked","Not asked","Not asked","Not asked","Not asked","Not asked","e.g. bibliographic data, access rights, data related to publication processes, research assessment indicators","Observational or empirical","0","0","Derived or compiled","Other","Bibliographic data","Basis for new study","0","Benchmarking","Verify own data","0","Generate new ideas","Teaching","Prepare for new project or proposal","Experiment with new methods or techniques","Identify trends or make predictions","0","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","Often","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Never","Occasionally","Occasionally","Non-commercial sources, e.g. Crossref offers an API to access bibliographic data.","0","Serendipitously, while reading or searching for literature","Follow citations to data","0","0"," ","Sometimes successful, sometimes not","Occasionally","Occasionally","Occasionally","Occasionally","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","0","0","0","0","0","0"," ","Yes","Discovery is less systematic if it is not data from standard resources, e.g. bibliographic databases.","Extremely important","Extremely important","Somewhat important","Less important","Somewhat important","Extremely important","Important","Important","Extremely important","Important","Important","Important","Important"," ","Don't know"," ","Important","Extremely important","Somewhat important","Important","Extremely important"," ","Important","Somewhat important","Somewhat important","Extremely important","Important","Important","Less important"," ","Extremely important","Important","Important","Important","Somewhat important","Important","Somewhat important","Important","Extremely important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"Information Science","0"," ","Support","6-15","Germany","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged"
4005,"To support others"," ","0","Researchers","0","0"," ","Teach people about data management planning","0","0","Help people to curate their data","I find literature for people","0"," "," ","Observational or empirical","Experimental","Simulation","Derived or compiled","Other","Software/code/scripts","Basis for new study","0","0","0","0","Generate new ideas","Teaching","0","Experiment with new methods or techniques","0","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","Occasionally","Occasionally","Occasionally","Never","Occasionally","Occasionally","Occasionally","Never","Occasionally","Never"," ","0","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometimes successful, sometimes not","Occasionally","Occasionally","Occasionally","Occasionally","0","Contacting data creator","0","Attending conferences","Disciplinary mailing list or forum","0","Contacting data creator","0","0","0","Conversations with personal networks","Contacting data creator","0","0","0","0","0","New collaborations with data creators","0","0"," ","Sometimes","Different resources need to be searched, and some techniques for literature searching are not possible due to lack of or differences in indexing.","Important","Important","Not important","Not important","Somewhat important","Somewhat important","Somewhat important","Important","Important","Important","Important","Important","Important"," ","Don't know"," ","Extremely important","Extremely important","Less important","Important","Somewhat important"," ","Important","Important","Less important","Extremely important","Important","Less important","Not important"," ","Important","Somewhat important","Less important","Important","Somewhat important","Important","Not important","Somewhat important","Important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"Information Science","0"," ","Support","6-15","United Kingdom","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged"
617,"For both my own research and to support others"," ","Students","Researchers","0","0"," ","0","Teach people to discover and evaluate data","I find data for people","0","0","0"," ","Translational research for clinical point of care tools","Observational or empirical","0","0","Derived or compiled","0"," ","Basis for new study","0","0","0","Model, algorithm or system inputs","0","0","0","0","Identify trends or make predictions","Compare multiple datasets to find patterns","0","0","0"," ","Occasionally","Often","Often","Occasionally","Often","Occasionally","Occasionally","Often","Often","Occasionally"," ","With goal of finding data","0","Follow citations to data","0","0"," ","Sometimes successful, sometimes not","Often","Never","Never","Occasionally","0","0","0","Attending conferences","Disciplinary mailing list or forum","0","0","0","0","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","0","0","0","0","0","0"," ","Yes","Data is usually found in the same manner as grey literature searches rather than academic lit","Extremely important","Important","Less important","Not important","Somewhat important","Important","Not important","Less important","Somewhat important","Important","Important","Important","Extremely important"," ","Yes"," ","Extremely important","Extremely important","Somewhat important","Less important","Important"," ","Important","Less important","Somewhat important","Extremely important","Extremely important","Important","Not important"," ","Extremely important","Less important","Not important","Important","Less important","Important","Somewhat important","Less important","Less important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","0","0","0","0","0","Medicine","0","0","0","0","0","0","0",0,"Information Science","0"," ","Support","6-15","USA","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is strongly encouraged"
1154,"For both my own research and to support others"," ","0","Researchers","0","0"," ","Teach people about data management planning","0","0","Help people to curate their data","0","0"," ","Legacy soil data from old soil surveys.","Observational or empirical","0","0","0","0"," ","0","0","0","0","0","0","Teaching","0","0","Identify trends or make predictions","0","0","Integrate with other data to create new dataset","0"," ","Never","Often","Occasionally","Often","Occasionally","Occasionally","Never","Never","Never","Never","None","With goal of finding data","0","0","0","0"," ","Not asked","Occasionally","Occasionally","Never","Occasionally","Conversations with personal networks","Contacting data creator","0","0","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","0","0","0","Conversations with personal networks","Contacting data creator","0","0","Disciplinary mailing list or forum","0","0","New collaborations with data creators","Attending conferences","0"," ","Sometimes","Contacting data authors.","Somewhat important","Somewhat important","Somewhat important","Not important","Less important","Extremely important","Not important","Less important","Important","Somewhat important","Somewhat important","Important","Less important"," ","Don't know"," ","Not important","Less important","Important","Important","Somewhat important"," ","Somewhat important","Less important","Less important","Important","Important","Somewhat important","Less important"," ","Important","Less important","Less important","Important","Less important","Somewhat important","Less important","Important","Important",NA,"Agriculture","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","Environmental Sciences","0","0","0","0","0","0","0","0","0","0","0","0",0,"0","0"," ","Support","6-15","Brazil","University or college"," ","Data sharing is strongly encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged"
4002,"To support others"," ","Students","Researchers","0","0"," ","Teach people about data management planning","Teach people to discover and evaluate data","0","Help people to curate their data","0","0"," "," ","Observational or empirical","Experimental","Simulation","Derived or compiled","0"," ","Basis for new study","Calibrate instruments or models","Benchmarking","Verify own data","Model, algorithm or system inputs","Generate new ideas","Teaching","Prepare for new project or proposal","Experiment with new methods or techniques","Identify trends or make predictions","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally"," ","0","0","Follow citations to data","0","Other","Data repositories","Rarely successful","Often","Occasionally","Occasionally","Often","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","0","0","0","0","0","0","0","0","0","Attending conferences","Disciplinary mailing list or forum"," ","Yes","By using a search engine for research data","Extremely important","Extremely important","Important","Less important","Extremely important","Extremely important","Less important","Extremely important","Extremely important","Extremely important","Less important","Extremely important","Extremely important"," ","Don't know"," ","Extremely important","Extremely important","Important","Important","Extremely important"," ","Somewhat important","Extremely important","Somewhat important","Extremely important","Extremely important","Extremely important","Less important"," ","Important","Extremely important","Less important","Extremely important","Extremely important","Extremely important","Somewhat important","Extremely important","Extremely important",NA,"0","0","Astronomy","0","0","0","Chemical Engineering","0","Computer Sciences, IT","0",0,"Earth and Planetary Sciences","0","Energy","Engineering and Technology","Environmental Sciences","0","0","Materials Science","Mathematics","0","0","0","0","0","Phsyics","0","0",0,"0","0"," ","Support","0-5","Norway","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged"
