"responseid","need_open","need_obs","need_exp","need_sim","need_deriv","need_oth","need_othresp","use_nwstdy","use_calb","use_bnchmrk","use_vrfctn","use_inpt","use_idea","use_tch","use_nwprj","use_nwmth","use_trnds","use_cmprsn","use_smvs","use_intgrtn","use_oth","use_othresp","need_othdisc","find_othdisc","find_whoself","find_whograd","find_whosuppt","find_whonetwk","find_whooth","find_whoothresp","source_multrepos","source_discrepos","source_gov","source_netwk","source_lit","source_coderep","source_srcheng","source_profassc","source_datsrcheng","source_commrc","source_suppt","source_open","strategy_goal","strategy_serend","strategy_cit","strategy_extrct","strategy_oth","strategy_othresp","succs_srcheng","find_actonln","find_serendsrch","find_serendpas","find_share","find_netwk","find_creatr","find_collab","find_conf","find_list","accss_netwk","accss_creatr","accss_collab","accss_conf","accss_list","eval_netwk","eval_creatr","eval_collab","eval_conf","eval_list","find_litdat","find_litdatopen","find_ease","find_chalaccs","find_chalskill","find_chaldistrb","find_chaldigtl","find_chaltools","find_chalnetwk","find_chaloth","find_chalothresp","eval_infmeth","eval_infprov","eval_infrepcreatr","eval_infrelcreatr","eval_infrepsource","eval_infmeta","eval_infsize","eval_inffrmt","eval_inflic","eval_infcovg","eval_infpurps","eval_infaccs","eval_inftopic","eval_infopen","eval_stratart","eval_stratdoc","eval_stratcreatr","eval_stratnetwk","eval_strateda","eval_stratopen","eval_trstuse","eval_trstsource","eval_trstrepcreatr","eval_trstmeth","eval_trsterr","eval_trstaccs","eval_trstrelcrtr","eval_trstopen","eval_qualerr","eval_qualeda","eval_qualsize","eval_qualcomplt","eval_qualsource","eval_qualresltn","eval_qualrepcreatr","eval_qualprep","eval_qualcnsistnt","eval_qualopen","disc_agricul","disc_artshuman","disc_astronom","disc_biochem","disc_biological","disc_busin","disc_chemeng","disc_chem","disc_compsci","disc_decisionsci","disc_dentist","disc_earthplanet","disc_econ","disc_energy","disc_engtech","disc_environ","disc_healthprof","disc_immun","disc_matlsci","disc_math","disc_med","disc_multi","disc_neuro","disc_nurs","disc_pharma","disc_physics","disc_psych","disc_socsci","disc_vet","disc_infosci","disc_other","disc_othresp","dem_role","dem_roleoth","dem_exprnce","dem_country","dem_org","dem_orgoth","dem_sharself","dem_shargrp","dem_shardisc","dem_sharorg","dem_reuseself","dem_reusegrp","dem_reusedisc","dem_reuseorg","dem_shared"
1906," ","Observational or empirical","Experimental","0","Derived or compiled","0"," ","Basis for new study","0","Benchmarking","Verify own data","Model, algorithm or system inputs","0","Teaching","0","Experiment with new methods or techniques","0","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","Yes","Public repositories, publications","I find it myself","Graduate student","0","Someone in personal network","0"," ","Occasionally","Often","Occasionally","Often","Often","Occasionally","Occasionally","Never","Occasionally","Never","Never"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometime successful, sometimes not","Often","Often","Occasionally","Occasionally","Conversations with personal networks","0","0","Attending conferences","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","0","Conversations with personal networks","0","0","Attending conferences","0","Yes"," ","Sometimes challenging","Data are not accessible","Don't know where or how to look for data","Data are in many different places","0","Online tools are inadequate","0","0"," ","Important","Important","Somewhat important","Less important","Somewhat important","Important","Less important","Somewhat important","Important","Important","Somewhat important","Important","Somewhat important"," ","Important","Important","Somewhat important","Somewhat important","Important"," ","Important","Important","Somewhat important","Important","Important","Somewhat important","Less important"," ","Extremely important","Important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Important","Somewhat important"," ","0","0","0","0","Biological Sciences","0","0","0","Computer Sciences, IT","0","0","0","0","0","0","0","0","0","0","0","0","Multidisciplinary","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","6-15","Italy","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Yes"
2294,"data on social network for recomendations","Observational or empirical","0","0","0","0"," ","0","0","0","0","0","0","0","0","0","Identify trends or make predictions","0","0","0","0"," ","Yes","using google and research sites","I find it myself","0","0","0","0"," ","Often","Occasionally","Occasionally","Often","Often","Occasionally","Often","Occasionally","Occasionally","Never","Never","standardized data-sets like emotion and facial expressions databases","With goal of finding data","0","0","0","0"," ","Sometime successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","0","0","0","0","0","0","Contacting data creator","0","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","0","New collaborations with data creators","0","0","Yes","In the literature review still I use craftsmanship. I revise one-to-one papers to find academic literature","Easy","Not asked","Not asked","Not asked","Not asked","Not asked","Not asked","Not asked"," ","Extremely important","Somewhat important","Important","Less important","Important","Less important","Somewhat important","Somewhat important","Somewhat important","Important","Somewhat important","Less important","Extremely important"," ","Extremely important","Somewhat important","Somewhat important","Important","Somewhat important"," ","Important","Important","Somewhat important","Important","Extremely important","Important","Not important"," ","Extremely important","Important","Not important","Less important","Important","Somewhat important","Less important","Less important","Somewhat important"," ","0","0","0","0","0","0","0","0","Computer Sciences, IT","0","0","0","0","0","Engineering and Technology","0","0","0","0","0","0","Multidisciplinary","0","0","0","0","Psychology","Social Science","0","Information Science","0"," ","Researcher"," ","31+","Chile","University or college"," ","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","No"
1913,"Cromatograms, Spectra","0","Experimental","0","0","0"," ","Basis for new study","Calibrate instruments or models","0","Verify own data","0","Generate new ideas","Teaching","Prepare for new project or proposal","0","Identify trends or make predictions","0","0","0","0"," ","No","Not asked","I find it myself","Graduate student","Research support professional","0","0"," ","Occasionally","Occasionally","Occasionally","Never","Often","Never","Occasionally","Never","Never","Never","Never"," ","With goal of finding data","0","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Successful","Occasionally","Never","Never","Occasionally","0","0","0","Attending conferences","0","Conversations with personal networks","Contacting data creator","0","0","Disciplinary mailing list or forum","0","0","New collaborations with data creators","0","0","No","Not asked","Easy","Not asked","Not asked","Not asked","Not asked","Not asked","Not asked","Not asked"," ","Important","Extremely important","Extremely important","Important","Extremely important","Important","Somewhat important","Important","Somewhat important","Important","Important","Important","Important"," ","Extremely important","Extremely important","Important","Somewhat important","Important"," ","Somewhat important","Somewhat important","Important","Important","Important","Important","Less important"," ","Important","Important","Important","Important","Important","Somewhat important","Important","Somewhat important","Somewhat important"," ","0","0","0","0","0","0","Chemical Engineering","0","0","0","0","0","0","0","Engineering and Technology","Environmental Sciences","0","0","Materials Science","0","0","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","6-15","Mexico","University or college"," ","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Yes"
699," ","Observational or empirical","Experimental","0","Derived or compiled","0"," ","Basis for new study","0","Benchmarking","Verify own data","0","0","0","Prepare for new project or proposal","Experiment with new methods or techniques","Identify trends or make predictions","0","0","0","0"," ","Yes","on line","I find it myself","0","0","Someone in personal network","0"," ","Never","Occasionally","Often","Occasionally","Often","Never","Often","Never","Occasionally","Never","Occasionally"," ","With goal of finding data","Serendipitously, while reading or searching for literature","0","Extract data directly from literature, tables or graphs","0"," ","Sometime successful, sometimes not","Occasionally","Occasionally","Occasionally","Occasionally","Conversations with personal networks","0","0","Attending conferences","0","Conversations with personal networks","Contacting data creator","0","Attending conferences","0","Conversations with personal networks","Contacting data creator","0","0","0","No","Not asked","Sometimes challenging","Data are not accessible","Don't know where or how to look for data","Data are in many different places","0","Online tools are inadequate","0","0"," ","Extremely important","Important","Extremely important","Less important","Extremely important","Important","Important","Important","Important","Important","Important","Extremely important","Extremely important"," ","Important","Extremely important","Important","Somewhat important","Important"," ","Important","Extremely important","Extremely important","Extremely important","Important","Somewhat important","Less important"," ","Important","Important","Somewhat important","Important","Important","Important","Important","Important","Important"," ","0","0","0","0","0","0","0","0","0","0","0","0","Economics and Finance","0","0","0","Health Professions","0","0","0","0","0","0","0","0","0","0","Social Science","0","0","0"," ","Researcher"," ","0-5","Ghana","University or college"," ","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Yes"
2701,"Materials properties and characterization techniques","0","Experimental","0","0","0"," ","Basis for new study","0","0","Verify own data","Model, algorithm or system inputs","Generate new ideas","Teaching","Prepare for new project or proposal","Experiment with new methods or techniques","Identify trends or make predictions","0","0","Integrate with other data to create new dataset","0"," ","No","Not asked","I find it myself","0","0","Someone in personal network","0"," ","Often","Often","Occasionally","Often","Often","Occasionally","Often","Never","Often","Occasionally","Never","books","0","0","Follow citations to data","0","0"," ","Very successful","Often","Often","Occasionally","Occasionally","Conversations with personal networks","0","0","0","0","Conversations with personal networks","0","0","Attending conferences","0","0","0","0","0","0","Yes","good","Sometimes challenging","Data are not accessible","0","0","0","0","0","0"," ","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","easy to access","Extremely important","Important","Important","Important","Extremely important"," ","Extremely important","Important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important"," ","Important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Engineering and Technology","Environmental Sciences","Health Professions","0","Materials Science","0","0","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","16-30","Argentina","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","No"
2459,"Mainly based in historical archives (as public archives, Intelligence and Embassy reports and investigations) and newspapers","Observational or empirical","0","0","0","0"," ","0","0","0","0","0","Generate new ideas","Teaching","Prepare for new project or proposal","0","0","Compare multiple datasets to find patterns","0","0","0"," ","No","Not asked","I find it myself","0","0","0","0"," ","Occasionally","Often","Often","Often","Often","Never","Often","Occasionally","Occasionally","Never","Occasionally"," ","With goal of finding data","0","Follow citations to data","0","0"," ","Successful","Often","Occasionally","Never","Often","Conversations with personal networks","0","New collaborations with data creators","Attending conferences","0","Conversations with personal networks","Contacting data creator","0","0","Disciplinary mailing list or forum","0","Contacting data creator","0","0","0","No","Not asked","Sometimes challenging","Data are not accessible","0","0","Data are not digital","0","0","0"," ","Important","Somewhat important","Important","Less important","Somewhat important","Less important","Less important","Less important","Not important","Important","Not important","Important","Somewhat important"," ","Important","Important","Not important","Somewhat important","Less important"," ","Important","Important","Important","Somewhat important","Important","Extremely important","Not important"," ","Important","Less important","Not important","Important","Important","Somewhat important","Not important","Somewhat important","Important"," ","0","Arts and Humanities","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","16-30","Argentina","University or college"," ","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Yes"
509,"Data on the epidemiology of Neglected Tropical Diseases.","Observational or empirical","Experimental","0","0","0"," ","Basis for new study","0","0","Verify own data","0","Generate new ideas","0","Prepare for new project or proposal","0","Identify trends or make predictions","Compare multiple datasets to find patterns","0","0","0"," ","No","Not asked","I find it myself","0","0","Someone in personal network","0"," ","Never","Often","Occasionally","Occasionally","Often","Never","Often","Occasionally","Often","Never","Occasionally"," ","0","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Successful","Often","Occasionally","Occasionally","Never","0","0","0","0","0","0","Contacting data creator","0","0","0","0","0","0","Attending conferences","0","No","Not asked","Sometimes challenging","Data are not accessible","0","0","0","0","0","0"," ","Important","Important","Extremely important","Less important","Extremely important","Extremely important","Important","Important","Important","Important","Important","Extremely important","Extremely important"," ","Important","Important","Important","Important","Important"," ","Important","Extremely important","Extremely important","Extremely important","Important","Extremely important","Less important"," ","Extremely important","Important","Important","Extremely important","Extremely important","Extremely important","Extremely important","Important","Important"," ","0","0","0","0","Biological Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","6-15","Nigeria","Other","Examination Body","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Yes"
1651,"Survey questionnaires; detailed survey results; interview texts","Observational or empirical","0","0","0","0"," ","Basis for new study","0","0","Verify own data","0","Generate new ideas","0","Prepare for new project or proposal","0","0","0","0","0","0"," ","Yes","In open repositories","I find it myself","0","0","Someone in personal network","0"," ","Never","Often","Occasionally","Often","Often","Never","Often","Occasionally","Never","Never","Occasionally"," ","With goal of finding data","0","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometime successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","Conversations with personal networks","0","0","Attending conferences","0","Conversations with personal networks","Contacting data creator","0","0","Disciplinary mailing list or forum","Conversations with personal networks","0","New collaborations with data creators","Attending conferences","0","Sometimes","The academic literature sometimes is not enough to access the relevant data","Sometimes challenging","Data are not accessible","Don't know where or how to look for data","0","0","Online tools are inadequate","0","0"," ","Extremely important","Important","Important","Not important","Important","Important","Less important","Important","Important","Extremely important","Somewhat important","Important","Extremely important"," ","Extremely important","Important","Less important","Somewhat important","Extremely important"," ","Important","Extremely important","Extremely important","Important","Somewhat important","Important","Not important"," ","Important","Somewhat important","Less important","Important","Extremely important","Important","Extremely important","Somewhat important","Important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Social Science","0","0","0"," ","Researcher"," ","16-30","Spain","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is somewhat encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Yes"
1430,"Population figures, census data","Observational or empirical","0","0","0","0"," ","0","Calibrate instruments or models","Benchmarking","0","0","0","Teaching","0","0","Identify trends or make predictions","Compare multiple datasets to find patterns","0","0","0"," ","No","Not asked","I find it myself","Graduate student","0","Someone in personal network","0"," ","Often","Often","Often","Often","Often","Never","Often","Never","Occasionally","Never","Occasionally","UN and other national statistical data bases on population","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","0","0"," ","Successful","Often","Occasionally","Occasionally","Occasionally","Conversations with personal networks","0","0","0","Disciplinary mailing list or forum","Conversations with personal networks","0","0","0","Disciplinary mailing list or forum","Conversations with personal networks","0","0","0","Disciplinary mailing list or forum","Sometimes"," ","Sometimes challenging","Data are not accessible","0","0","0","Online tools are inadequate","0","0"," ","Extremely important","Extremely important","Important","Less important","Important","Important","Important","Important","Somewhat important","Extremely important","Somewhat important","Extremely important","Extremely important"," ","Important","Less important","Less important","Important","Important"," ","Important","Important","Important","Extremely important","Important","Extremely important","Not important"," ","Important","Extremely important","Important","Important","Extremely important","Important","Important","Important","Important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Social Science","0","0","0"," ","Researcher"," ","16-30","Ghana","University or college"," ","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","No"
1159,"DNA sequences","Observational or empirical","Experimental","0","Derived or compiled","0"," ","Basis for new study","0","0","Verify own data","0","Generate new ideas","Teaching","0","Experiment with new methods or techniques","Identify trends or make predictions","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","0","0"," ","No","Not asked","0","0","Research support professional","0","0"," ","Never","Occasionally","Often","Never","Often","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Often"," ","With goal of finding data","0","Follow citations to data","0","0"," ","Rarely successful","Occasionally","Occasionally","Occasionally","Often","0","Contacting data creator","New collaborations with data creators","0","0","0","0","0","0","0","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","Sometimes","Retry it again.","Difficult","Data are not accessible","Don't know where or how to look for data","Data are in many different places","0","Online tools are inadequate","0","0"," ","Important","Important","Important","Less important","Important","Extremely important","Important","Important","Important","Important","Important","Important","Somewhat important"," ","Important","Extremely important","Important","Somewhat important","Important"," ","Important","Important","Less important","Extremely important","Important","Important","Less important"," ","Important","Important","Somewhat important","Important","Important","Important","Less important","Extremely important","Important"," ","0","0","0","Biochemistry, Genetics, Molecular Biology","Biological Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","Materials Science","0","Medicine","0","0","0","Pharmacology and Toxicology","0","0","0","0","0","0"," ","Researcher"," ","16-30","Taiwan","Corporate"," ","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data sharing is somewhat discouraged","Data reusing is somewhat discouraged","Data reusing is somewhat encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Yes"
3469," Time series regarding: financial markets data (stocks, bonds, foreign exchange, derivatives), commodities market data, real-estate market data, companies' financial statements data, macroeconomic variables data (real and nominal GDP and GDP growth rates, employment, inflation, government deficit,..)","Observational or empirical","0","0","0","0"," ","Basis for new study","0","Benchmarking","0","Model, algorithm or system inputs","0","Teaching","Prepare for new project or proposal","0","Identify trends or make predictions","Compare multiple datasets to find patterns","0","0","0"," ","Yes","It was provided by researchers who were experts in that field while we were working on a joint project.","I find it myself","0","0","Someone in personal network","0"," ","Never","Never","Often","Occasionally","Occasionally","Never","Often","Occasionally","Never","Never","Never"," ","0","Serendipitously, while reading or searching for literature","0","Extract data directly from literature, tables or graphs","0"," ","Sometime successful, sometimes not","Often","Occasionally","Occasionally","Never","Conversations with personal networks","Contacting data creator","0","Attending conferences","0","Conversations with personal networks","Contacting data creator","0","Attending conferences","0","Conversations with personal networks","Contacting data creator","0","Attending conferences","0","Yes","Financial data is usually available thorugh stock exchanges or databases. Some data is free of charge but some is hard to find and/or very expensive (not financed by the university). To obtain it if there are very limited financial resources one has to rely on cooperation with companies or universities who have access to data via Bloomberg or Compusatat or other platforms. On the other hand academic literature is found in databases that are usually financed by the university.","Sometimes challenging","Data are not accessible","0","Data are in many different places","0","0","0","0"," ","Extremely important","Important","Important","Less important","Important","Important","Important","Extremely important","Important","Extremely important","Not important","Important","Less important"," ","Somewhat important","Somewhat important","Important","Important","Important"," ","Important","Extremely important","Important","Extremely important","Extremely important","Important","Less important"," ","Extremely important","Important","Important","Extremely important","Important","Important","Important","Somewhat important","Important"," ","0","0","0","0","0","Business","0","0","0","0","0","0","Economics and Finance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","6-15","Croatia","University or college"," ","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is somewhat discouraged","Data sharing is somewhat discouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","No"
1058,"study results, case reports, epidemiology data, imaging methods, new technologies","Observational or empirical","0","0","Derived or compiled","0"," ","Basis for new study","0","0","Verify own data","0","Generate new ideas","Teaching","0","Experiment with new methods or techniques","Identify trends or make predictions","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","0","0"," ","Yes","web based data sources","I find it myself","0","0","Someone in personal network","0"," ","Often","Often","Occasionally","Occasionally","Often","Occasionally","Often","Often","Often","Occasionally","Occasionally"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Successful","Often","Often","Often","Occasionally","0","0","0","Attending conferences","Disciplinary mailing list or forum","0","0","New collaborations with data creators","0","0","Conversations with personal networks","Contacting data creator","0","0","0","Yes","personal engagement, time consuming","Sometimes challenging","Data are not accessible","0","Data are in many different places","0","Online tools are inadequate","0","0"," ","Extremely important","Extremely important","Somewhat important","Not important","Not important","Extremely important","Somewhat important","Somewhat important","Not important","Extremely important","Extremely important","Important","Important"," ","Important","Important","Less important","Important","Extremely important"," ","Important","Important","Important","Important","Extremely important","Extremely important","Not important"," ","Extremely important","Extremely important","Important","Extremely important","Important","Extremely important","Important","Extremely important","Extremely important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Medicine","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","16-30","Croatia","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Yes"
1169,"Named entities and domain ontologies","0","0","0","Derived or compiled","0"," ","Basis for new study","Calibrate instruments or models","Benchmarking","Verify own data","Model, algorithm or system inputs","0","0","Prepare for new project or proposal","Experiment with new methods or techniques","Identify trends or make predictions","0","0","0","0"," ","Yes","from NIST (information retrieval dataset)","I find it myself","0","0","0","0"," ","Occasionally","Occasionally","Occasionally","Often","Often","Often","Often","Never","Occasionally","Occasionally","Never"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometime successful, sometimes not","Occasionally","Often","Never","Occasionally","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","0","0","Disciplinary mailing list or forum","Conversations with personal networks","0","0","Attending conferences","0","Sometimes"," ","Difficult","Data are not accessible","0","Data are in many different places","0","0","0","Other","the data are heterogeneous","Extremely important","Extremely important","Not important","Less important","Somewhat important","Important","Somewhat important","Important","Extremely important","Extremely important","Important","Somewhat important","Somewhat important"," ","Important","Important","Somewhat important","Important","Extremely important"," ","Important","Somewhat important","Not important","Extremely important","Somewhat important","Less important","Somewhat important"," ","Important","Important","Less important","Extremely important","Somewhat important","Important","Less important","Extremely important","Extremely important"," ","0","0","0","0","0","0","0","0","Computer Sciences, IT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Information Science","0"," ","Researcher"," ","6-15","France","Corporate"," ","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat discouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Yes"
667,"archive documents","0","0","0","Derived or compiled","0"," ","Basis for new study","0","0","Verify own data","0","Generate new ideas","Teaching","Prepare for new project or proposal","0","Identify trends or make predictions","Compare multiple datasets to find patterns","0","Integrate with other data to create new dataset","0"," ","No","Not asked","I find it myself","0","Research support professional","Someone in personal network","0"," ","Occasionally","Often","Often","Occasionally","Often","Never","Occasionally","Occasionally","Occasionally","Never","Often"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometime successful, sometimes not","Occasionally","Occasionally","Occasionally","Never","0","0","0","Attending conferences","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","0","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","No","Not asked","Sometimes challenging","Data are not accessible","0","Data are in many different places","Data are not digital","Online tools are inadequate","0","0"," ","Somewhat important","Less important","Not important","Not important","Extremely important","Important","Not important","Not important","Somewhat important","Not important","Not important","Somewhat important","Extremely important"," ","Extremely important","Extremely important","Somewhat important","Important","Extremely important"," ","Somewhat important","Extremely important","Somewhat important","Extremely important","Less important","Not important","Not important"," ","Not important","Not important","Not important","Somewhat important","Extremely important","Somewhat important","Not important","Not important","Not important"," ","0","Arts and Humanities","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","16-30","Croatia","University or college"," ","Data sharing is strongly encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Yes"
669,"country-wise data on well-being, disaster, mental disorders, employe engagement, leadership,etc","Observational or empirical","Experimental","0","0","0"," ","Basis for new study","0","0","Verify own data","0","0","Teaching","0","Experiment with new methods or techniques","0","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","0","0"," ","Yes","From statistical handbook of the state; CMIE database from India","I find it myself","0","0","Someone in personal network","0"," ","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Never","Never","Never","Often","Often","Often",NA,"With goal of finding data","0","0","0","Other","Google","Not asked","Often","Occasionally","Occasionally","Occasionally","0","0","0","0","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","0","0","0","0","0","Yes","Even if we get the data, those are converted to standards such as ratios or wights,etc.","Difficult","Data are not accessible","0","Data are in many different places","0","Online tools are inadequate","0","0"," ","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important",NA,"Extremely important","Extremely important","Extremely important","Extremely important","Extremely important",NA,"Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Important",NA,"Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Psychology","Social Science","0","0","0"," ","Researcher"," ","31+","India","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","No"
